index,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
6953,City Hotel,1,92,2015,September,40,30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21,Evan Clark,EClark68@hotmail.com,387-912-0273,************4918
6954,City Hotel,1,280,2016,November,47,16,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,91.8,0,1,Canceled,2016-05-24,Erin Parker,Parker.Erin@yahoo.com,279-340-5659,************5980
6955,City Hotel,0,64,2017,July,30,26,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,104.0,0,0,Check-Out,2017-07-29,Johnathan James,Johnathan.James@verizon.com,984-063-9103,************9532
6956,City Hotel,0,9,2015,September,36,2,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,103.05,0,0,Check-Out,2015-09-06,Jose Morris,JoseMorris@outlook.com,590-739-1237,************7098
6957,City Hotel,0,53,2016,September,38,17,2,2,2,0.0,1,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,42.0,,0,Transient,80.75,0,0,Check-Out,2016-09-21,Victoria Roman PhD,PhD_Victoria@gmail.com,827-276-0076,************9946
6958,City Hotel,0,28,2017,July,27,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,D,D,0,No Deposit,,221.0,0,Transient,114.33,0,0,Check-Out,2017-07-05,Mark Smith,MSmith@yandex.com,452-364-6455,************4300
6959,Resort Hotel,0,35,2016,January,4,19,0,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314.0,,0,Transient-Party,29.0,0,1,Check-Out,2016-01-21,David Reynolds,Reynolds_David@comcast.net,508-332-2522,************3400
6960,Resort Hotel,1,239,2015,September,38,19,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,3,0,A,A,0,No Deposit,248.0,,0,Transient-Party,34.0,0,0,Canceled,2015-07-08,Susan Coleman,Susan_C@att.com,914-815-3391,************2069
6961,City Hotel,0,7,2017,July,29,16,2,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.5,0,1,Check-Out,2017-07-18,Brenda Evans,BrendaEvans@protonmail.com,928-751-6993,************7155
6962,Resort Hotel,0,10,2016,March,10,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,54.0,1,2,Check-Out,2016-03-06,Nicole Johnson,Nicole.Johnson@xfinity.com,476-929-0475,************8451
6963,Resort Hotel,0,13,2016,October,43,16,2,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,85.0,0,0,Check-Out,2016-10-20,Kyle Jones,KJones@protonmail.com,221-949-8891,************7815
6964,City Hotel,1,6,2015,October,43,18,1,0,1,0.0,0,BB,FRA,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,95.0,0,1,Canceled,2015-10-15,Jeff Simmons,Jeff_S@zoho.com,941-922-4522,************3009
6965,Resort Hotel,0,6,2016,January,2,5,0,2,1,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,61.0,0,0,Check-Out,2016-01-07,Matthew Campbell,MatthewCampbell@att.com,448-830-4409,************1456
6966,City Hotel,1,243,2017,July,30,26,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25,Caitlin Smith,Caitlin_S@verizon.com,171-964-5060,************3219
6967,City Hotel,0,120,2015,August,34,20,2,5,2,0.0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,13.0,,0,Transient-Party,88.38,0,4,Check-Out,2015-08-27,Donna Martin,DonnaMartin15@gmail.com,727-358-4417,************1195
6968,City Hotel,0,518,2017,August,34,26,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-08-29,Rhonda Winters,Winters_Rhonda@outlook.com,991-998-5738,************8340
6969,City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,2016-01-18,Victoria Fischer,Fischer_Victoria@hotmail.com,710-363-9569,************1167
6970,City Hotel,0,4,2015,August,34,17,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,122.0,0,3,Check-Out,2015-08-21,Richard Ayala,Ayala_Richard@protonmail.com,118-009-8126,************2296
6971,Resort Hotel,0,2,2016,May,21,18,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,92.0,0,Transient,42.0,0,0,Check-Out,2016-05-19,Jennifer Maxwell,JenniferMaxwell@protonmail.com,271-394-4734,************5346
6972,City Hotel,1,292,2016,December,53,30,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.79,0,0,Canceled,2016-06-09,Joshua Cook,JCook36@hotmail.com,535-563-7604,************1502
6973,City Hotel,1,295,2015,August,32,8,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2015-01-01,Kimberly Kennedy,Kimberly.K38@protonmail.com,727-171-1496,************3324
6974,Resort Hotel,0,9,2016,January,5,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-01-30,Destiny Reyes,Destiny_Reyes@outlook.com,782-450-1044,************9429
6975,Resort Hotel,0,287,2015,October,42,15,0,3,2,0.0,0,BB,BEL,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0,Check-Out,2015-10-18,Rhonda Thompson,Thompson.Rhonda@hotmail.com,364-398-9755,************4003
6976,City Hotel,0,257,2015,July,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0,Check-Out,2015-07-03,Gary Grant,Gary_Grant@aol.com,950-832-7272,************5223
6977,City Hotel,0,77,2016,November,46,6,2,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,145.8,0,1,Check-Out,2016-11-10,Russell Ruiz,Russell.R@yandex.com,815-228-1976,************4768
6978,Resort Hotel,0,287,2016,September,37,5,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,418.0,,0,Transient-Party,69.0,0,0,Check-Out,2016-09-12,Christopher Collins,CCollins@protonmail.com,985-186-5153,************5702
6979,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,55.0,0,0,Canceled,2016-04-13,John Clayton,Clayton_John@protonmail.com,536-454-9190,************3987
6980,City Hotel,0,38,2017,March,11,14,0,4,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,70.0,0,1,Check-Out,2017-03-18,Amanda Ruiz,Ruiz.Amanda@yandex.com,305-768-3511,************6597
6981,City Hotel,0,129,2015,December,53,29,0,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,47.2,0,0,Check-Out,2016-01-03,Timothy Strong,Timothy_Strong@att.com,809-067-0410,************8934
6982,Resort Hotel,1,200,2016,January,2,8,8,20,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,0,Canceled,2015-09-21,Michael Pruitt,Michael_P86@yahoo.com,741-393-1773,************9218
6983,City Hotel,1,167,2017,July,26,1,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2017-03-07,Tiffany Moore,Tiffany.M@hotmail.com,319-010-8391,************2027
6984,City Hotel,0,7,2016,September,39,20,0,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,173.55,0,0,Check-Out,2016-09-24,Jesus Valencia,Jesus.V@yandex.com,518-757-0879,************6158
6985,City Hotel,0,328,2016,September,40,29,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,95.4,0,0,Check-Out,2016-10-02,Ashley Russell,Russell.Ashley@att.com,252-842-0818,************3961
6986,City Hotel,0,8,2017,March,13,30,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,174.0,0,Transient,80.0,0,0,Check-Out,2017-03-31,Kevin Smith,Smith_Kevin@verizon.com,395-384-1162,************9989
6987,City Hotel,1,92,2016,March,13,26,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,100.0,0,0,Canceled,2016-01-19,Billy Hancock III,Billy.I@zoho.com,599-528-2986,************9939
6988,City Hotel,0,56,2016,November,48,24,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient-Party,95.38,0,1,Check-Out,2016-11-27,Deanna Sandoval,Deanna_S@yandex.com,298-770-5398,************9595
6989,City Hotel,1,105,2017,May,22,29,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.67,0,0,Canceled,2017-02-15,Jeffrey Garcia,JeffreyGarcia@zoho.com,655-371-5112,************7542
6990,City Hotel,0,86,2015,September,39,24,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,2,No Deposit,12.0,,0,Transient-Party,87.5,0,0,Check-Out,2015-09-26,Susan Brown,Susan_B@yahoo.com,571-466-6914,************7619
6991,City Hotel,1,7,2016,August,33,7,2,5,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Canceled,2016-08-01,Hannah Collins,HannahCollins@zoho.com,403-289-3252,************5087
6992,City Hotel,0,291,2016,September,39,21,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,3.0,,44,Transient-Party,117.0,0,1,Check-Out,2016-09-22,David Padilla,David.Padilla51@comcast.net,829-991-0223,************6207
6993,City Hotel,0,182,2016,August,32,3,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2016-08-04,Vincent Cole,Vincent.C@xfinity.com,866-841-9370,************6311
6994,Resort Hotel,0,59,2017,August,34,26,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,4,Check-Out,2017-08-31,Douglas Wade,Wade.Douglas@xfinity.com,544-306-0393,************9475
6995,Resort Hotel,0,203,2017,May,21,25,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,59.71,1,0,Check-Out,2017-06-01,Daniel Hanson,Hanson.Daniel@protonmail.com,604-700-0900,************3478
6996,City Hotel,1,96,2016,April,18,28,0,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,180.3,0,0,Canceled,2016-01-23,Shawna Simpson,Shawna_Simpson@verizon.com,632-939-8523,************3783
6997,City Hotel,0,12,2017,April,17,28,0,1,1,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,155.0,0,0,Check-Out,2017-04-29,Patricia Carson,Patricia_Carson85@hotmail.com,517-380-0113,************8383
6998,Resort Hotel,0,460,2015,August,32,3,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,134.73,0,0,Check-Out,2015-08-10,Sarah Curtis,Sarah.Curtis@outlook.com,414-833-3970,************6562
6999,City Hotel,0,140,2016,April,16,16,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,89.75,1,0,Check-Out,2016-04-23,Michael Kelley,MichaelKelley68@hotmail.com,721-872-4347,************4512
7000,City Hotel,0,111,2017,April,14,3,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-04-05,Samantha Peterson,Samantha_Peterson@xfinity.com,720-222-1361,************5907
7001,Resort Hotel,0,14,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,127.0,,0,Transient,30.5,0,0,Check-Out,2015-12-13,Natasha Gibson,Natasha_G24@gmail.com,964-741-7360,************5252
7002,Resort Hotel,1,114,2015,September,37,10,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,87.05,0,1,Canceled,2015-05-22,Patricia Bush,Bush_Patricia@outlook.com,498-312-1071,************7516
7003,Resort Hotel,0,252,2015,September,38,13,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,66.15,0,0,Check-Out,2015-09-20,Latasha Cordova,Cordova_Latasha@outlook.com,986-526-8455,************6067
7004,City Hotel,0,4,2015,September,36,5,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,2,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-09-09,Cheryl Osborne,Cheryl.Osborne@verizon.com,848-977-1084,************6746
7005,City Hotel,0,127,2017,January,1,3,0,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,100.0,0,3,Check-Out,2017-01-08,Joseph Sawyer,Joseph.S@comcast.net,246-246-9796,************2773
7006,City Hotel,1,38,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,109.0,0,0,Canceled,2016-09-09,Jennifer Matthews,JenniferMatthews@zoho.com,779-555-2459,************7235
7007,Resort Hotel,0,48,2016,April,15,4,1,3,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,26.0,,0,Transient,79.05,0,0,Check-Out,2016-04-08,Ryan Mclean,Ryan.M@gmail.com,703-125-1487,************1986
7008,Resort Hotel,1,46,2017,May,22,31,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,1,Canceled,2017-05-10,Holly Wilkins,Holly.W@comcast.net,990-072-2786,************5132
7009,City Hotel,0,34,2016,January,2,6,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,71.55,0,1,Check-Out,2016-01-08,Lisa Johnson,Johnson.Lisa@yahoo.com,649-614-0258,************4857
7010,City Hotel,0,57,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.67,0,1,Check-Out,2016-06-13,Mark Duran,Duran_Mark87@att.com,708-693-0235,************1276
7011,City Hotel,1,155,2016,August,34,16,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2016-04-17,Wesley Hart,WHart@yandex.com,199-160-7545,************8526
7012,Resort Hotel,0,221,2015,October,41,10,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208.0,,0,Transient-Party,74.0,0,1,Check-Out,2015-10-12,Kelly Jackson,Kelly.J@att.com,311-668-3062,************9528
7013,City Hotel,0,1,2015,September,40,29,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,92.0,,0,Transient-Party,85.0,0,0,Check-Out,2015-10-01,Theresa Yang,Yang_Theresa@att.com,349-959-1144,************7090
7014,City Hotel,1,175,2017,May,20,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,110.0,0,0,Canceled,2016-11-25,Kevin Graham,Kevin.Graham97@att.com,806-363-8309,************2073
7015,City Hotel,1,315,2017,July,30,28,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016-11-09,Sarah Sanchez,Sarah_Sanchez@zoho.com,611-394-7734,************4899
7016,Resort Hotel,0,26,2017,May,21,24,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,E,0,No Deposit,146.0,,0,Group,45.0,0,0,Check-Out,2017-05-25,Monica Jennings,Jennings_Monica@comcast.net,613-716-9643,************6999
7017,Resort Hotel,0,36,2015,November,47,20,0,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2015-11-22,Marc Collins,Marc.C@zoho.com,691-448-6465,************9518
7018,City Hotel,0,174,2017,July,28,15,2,3,3,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.1,0,2,Check-Out,2017-07-20,Matthew Tucker,Tucker.Matthew@yandex.com,851-061-6569,************8272
7019,City Hotel,1,23,2016,October,43,20,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Canceled,2016-10-10,Troy Suarez,TroySuarez49@mail.com,111-941-6572,************8031
7020,City Hotel,0,3,2016,March,10,3,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-03-04,Jacob Dodson,Jacob.Dodson@protonmail.com,858-463-5238,************8794
7021,City Hotel,0,47,2017,February,9,27,1,3,3,0.0,0,BB,BEL,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,9.0,,0,Transient,125.8,0,2,Check-Out,2017-03-03,Sherri James,Sherri_James@att.com,818-108-2660,************4059
7022,City Hotel,0,3,2016,March,12,13,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient-Party,67.0,1,0,Check-Out,2016-03-16,Lori Smith,Lori_Smith90@yahoo.com,814-152-1000,************2431
7023,City Hotel,0,5,2017,March,10,5,1,0,1,0.0,0,BB,MEX,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,143.0,0,0,Check-Out,2017-03-06,Vanessa Mills,Mills.Vanessa@protonmail.com,264-386-3974,************7986
7024,Resort Hotel,0,0,2016,April,16,13,0,1,2,0.0,0,BB,ESP,Direct,TA/TO,1,0,1,A,G,0,No Deposit,,,0,Transient,55.0,0,1,Check-Out,2016-04-14,Craig Cooper,CraigCooper@att.com,449-601-0121,************8915
7025,Resort Hotel,1,243,2015,September,36,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient-Party,99.0,0,1,Canceled,2015-07-29,Elizabeth Jackson,ElizabethJackson89@yahoo.com,557-330-9984,************1644
7026,City Hotel,1,284,2017,April,16,22,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.4,0,0,Canceled,2016-07-18,Scott Newton,SNewton65@xfinity.com,229-644-5091,************9940
7027,City Hotel,1,358,2016,June,27,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Michael Hester,Michael.H58@gmail.com,900-712-1662,************5032
7028,City Hotel,1,50,2017,May,19,8,1,5,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,274.5,0,0,Canceled,2017-03-22,Erik Bauer,ErikBauer83@yandex.com,168-819-9142,************8341
7029,Resort Hotel,1,57,2016,June,24,10,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,141.0,0,0,Canceled,2016-05-28,Denise Park,Denise.P@protonmail.com,981-133-1003,************3206
7030,Resort Hotel,0,15,2016,March,13,22,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,30.0,0,1,Check-Out,2016-03-24,Danny Summers,DannySummers@hotmail.com,634-092-4481,************1601
7031,City Hotel,1,33,2016,August,35,26,0,1,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-07-26,Logan Garcia,Garcia.Logan49@xfinity.com,940-705-9783,************3249
7032,City Hotel,0,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-22,Deborah Patel,Patel_Deborah@yahoo.com,858-168-0907,************3969
7033,Resort Hotel,0,30,2016,November,48,24,0,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,93.0,0,1,Check-Out,2016-11-26,Aaron Young,AYoung48@outlook.com,147-461-8444,************6787
7034,City Hotel,0,1,2017,August,32,12,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,152.0,,0,Transient,126.19,0,0,Check-Out,2017-08-15,Russell Bell,Bell_Russell@mail.com,412-924-9820,************2549
7035,Resort Hotel,0,1,2016,February,6,6,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,175.0,,0,Transient,27.5,1,0,Check-Out,2016-02-07,Brittany Bean,Bean_Brittany@zoho.com,784-953-6078,************4929
7036,City Hotel,0,0,2015,November,47,17,0,1,1,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.0,0,0,Check-Out,2015-11-18,Laurie Yang,Laurie.Yang@xfinity.com,790-510-3352,************1940
7037,Resort Hotel,0,0,2016,January,3,10,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,44.0,1,0,Check-Out,2016-01-11,Jillian Houston MD,JillianMD@hotmail.com,355-364-3593,************1676
7038,City Hotel,1,292,2015,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,Charles Brown,Charles.B@hotmail.com,560-079-8164,************1263
7039,City Hotel,0,105,2017,June,22,2,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,0,2,Check-Out,2017-06-05,Jill Wade,Jill_W@protonmail.com,964-840-8924,************2982
7040,City Hotel,0,36,2016,December,50,8,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,0.0,0,0,Check-Out,2016-12-08,Debbie Rivera,Rivera_Debbie68@zoho.com,661-227-1045,************5933
7041,City Hotel,1,70,2017,August,33,13,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Canceled,2017-06-10,Rachel Wall,RWall21@hotmail.com,428-736-3737,************1650
7042,Resort Hotel,0,3,2016,May,22,22,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,89.0,0,1,Check-Out,2016-05-25,Alex Turner,Alex.T63@verizon.com,918-660-0730,************2228
7043,City Hotel,1,73,2017,April,14,3,1,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2017-02-23,Tara Clark,Tara.Clark@hotmail.com,388-128-8362,************7623
7044,Resort Hotel,0,236,2016,May,20,12,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,48.0,0,0,Check-Out,2016-05-15,Joshua Adams,Adams_Joshua@outlook.com,739-000-3628,************9167
7045,Resort Hotel,0,0,2016,January,2,6,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,,,0,Transient,44.8,0,0,Check-Out,2016-01-10,Monica Gonzalez,Monica_G@comcast.net,912-752-4796,************2603
7046,City Hotel,1,224,2015,September,37,11,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-07-25,Linda Rowe,Rowe.Linda@mail.com,971-535-8354,************7786
7047,City Hotel,1,373,2017,April,14,5,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Rebekah Vasquez,Rebekah_Vasquez@aol.com,628-611-4729,************1372
7048,City Hotel,0,95,2017,August,34,21,1,3,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,80.1,0,1,Check-Out,2017-08-25,Donna Gilbert,Gilbert.Donna@xfinity.com,914-118-4262,************4084
7049,City Hotel,0,43,2017,May,19,8,1,2,1,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,111.2,0,0,Check-Out,2017-05-11,James Matthews,Matthews.James@gmail.com,968-274-8542,************6910
7050,City Hotel,1,0,2015,September,37,6,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,6.0,0,0,Canceled,2015-09-06,Anna Johnson,Anna_Johnson@aol.com,621-208-8476,************8855
7051,City Hotel,0,165,2017,March,10,9,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,3,Check-Out,2017-03-13,Teresa Griffin,Griffin_Teresa@aol.com,975-243-0765,************3338
7052,City Hotel,0,91,2016,July,28,3,2,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.7,0,0,Check-Out,2016-07-10,Amanda Greer,Amanda_G@protonmail.com,605-880-2249,************7998
